Time,Source,Destination,Protocol,Country,Region,City,Org,Longitude,Latitude,Connection,Length,ARTT
2024-08-25 22:56:03,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4016:80a::200e,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,286,16
2024-08-25 22:56:03,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4025:402::54,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,10682,16
2024-08-25 22:56:03,2a00:1450:4016:80a::200e,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,CH,Zurich,Zürich,AS15169 Google LLC,8.55,47.3667,Cable,382,15
2024-08-25 22:56:03,2a00:1450:4025:402::54,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,NL,North Holland,Den Helder,AS15169 Google LLC,4.7593,52.9599,Cable,12370,15
2024-08-25 22:56:05,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4016:80c::200a,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,95,15
2024-08-25 22:56:05,2a00:1450:4016:80c::200a,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,CH,Zurich,Zürich,AS15169 Google LLC,8.55,47.3667,Cable,142,16
2024-08-25 22:56:08,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4001:80e::2003,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,5564,16
2024-08-25 22:56:08,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4005:4::7,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,49204,15
2024-08-25 22:56:08,2a00:1450:4001:80e::2003,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,DE,Hesse,Frankfurt am Main,AS15169 Google LLC,8.6842,50.1155,Cable,5160,16
2024-08-25 22:56:08,2a00:1450:4005:4::7,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,NL,Groningen,Groningen,AS15169 Google LLC,6.5667,53.2192,Cable,6067219,16
2024-08-25 22:56:08,fe80::b2f2:8ff:fe17:5b89,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,ICMPv6,DE,Bavaria,Munich,Deutsche Telekom,48.12979433960958,11.583302258050129,Cable,86,16
2024-08-25 22:56:09,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4005:4::7,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,67661,16
2024-08-25 22:56:09,2a00:1450:4005:4::7,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,QUIC,NL,Groningen,Groningen,AS15169 Google LLC,6.5667,53.2192,Cable,8786160,16
2024-08-25 22:56:10,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4005:4::7,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,47345,16
2024-08-25 22:56:10,2003:ec:2727:4a00:f96e:1dc0:3171:ed67,2a00:1450:4016:80a::200e,QUIC,DE,Berlin,Berlin,AS3320 Deutsche Telekom AG,13.4105,52.5244,Cable,877,16
