Time,Length,ARTT,Status
2024-07-07 08:07:54,758,30,0
2024-07-07 08:07:54,560,30,0
2024-07-07 08:07:54,752,46,1
2024-07-07 08:07:54,3429874,40,0
2024-07-07 08:07:54,4373033,40,0
2024-07-07 08:07:54,46108,70,1
2024-07-07 08:07:54,60121,70,1
2024-07-07 08:07:55,18520,32,0
2024-07-07 08:07:55,758,27,0
2024-07-07 08:07:55,3591276,40,0
2024-07-07 08:07:55,4664099,40,0
2024-07-07 08:07:56,17760,32,0
2024-07-07 08:07:56,758,28,0
2024-07-07 08:07:56,3612922,40,0
2024-07-07 08:07:56,4693815,40,0
2024-07-07 08:07:57,2800,30,0
2024-07-07 08:07:57,533786,40,0
2024-07-07 08:07:57,711929,40,0
2024-07-07 08:08:52,40,27,0
2024-07-07 08:08:52,3091,32,0
2024-07-07 08:08:52,240,37,0
2024-07-07 08:08:52,1637,37,0
2024-07-07 08:08:54,80,29,0
2024-07-07 08:08:54,40,70,1
2024-07-07 08:08:54,64,70,1
2024-07-07 08:08:56,40,28,0
2024-07-07 08:08:56,40,40,0
2024-07-07 08:08:56,64,40,0
2024-07-07 08:09:06,4500,33,0
2024-07-07 08:09:06,1546,27,0
2024-07-07 08:09:06,40,46,1
2024-07-07 08:09:06,673981,40,0
2024-07-07 08:09:06,877796,40,0
2024-07-07 08:09:07,21840,32,0
2024-07-07 08:09:07,1516,30,0
2024-07-07 08:09:07,60,27,0
2024-07-07 08:09:07,3416906,40,0
2024-07-07 08:09:07,4549829,40,0
2024-07-07 08:09:08,11760,32,0
2024-07-07 08:09:08,3036,32,0
2024-07-07 08:09:08,1720,31,0
2024-07-07 08:09:08,2294,42,0
2024-07-07 08:09:08,2248482,40,0
2024-07-07 08:09:08,2745493,40,0
2024-07-07 08:09:08,139225,70,1
2024-07-07 08:09:08,178154,70,1
2024-07-07 08:09:09,12800,32,0
2024-07-07 08:09:09,3034,34,0
2024-07-07 08:09:09,960,33,0
2024-07-07 08:09:09,752,27,0
2024-07-07 08:09:09,2348774,40,0
2024-07-07 08:09:09,3137567,40,0
2024-07-07 08:09:09,69268,70,1
2024-07-07 08:09:09,91990,70,1
2024-07-07 08:09:10,12320,33,0
2024-07-07 08:09:10,2274,28,0
2024-07-07 08:09:10,960,32,0
2024-07-07 08:09:10,754,27,0
2024-07-07 08:09:10,2341138,40,0
2024-07-07 08:09:10,3088177,40,0
2024-07-07 08:09:10,92208,70,1
2024-07-07 08:09:10,113549,70,1
2024-07-07 08:09:52,120,29,0
2024-07-07 08:09:52,3091,37,0
2024-07-07 08:09:52,240,37,0
2024-07-07 08:09:52,1642,37,0
2024-07-07 08:09:55,3960,33,0
2024-07-07 08:09:55,758,27,0
2024-07-07 08:09:55,600990,40,0
2024-07-07 08:09:55,801021,40,0
2024-07-07 08:09:56,12640,32,0
2024-07-07 08:09:56,1514,27,0
2024-07-07 08:09:56,2519100,40,0
2024-07-07 08:09:56,3157466,40,0
2024-07-07 08:09:57,15520,32,0
2024-07-07 08:09:57,1518,31,0
2024-07-07 08:09:57,880,34,0
2024-07-07 08:09:57,754,30,0
2024-07-07 08:09:57,3186442,40,0
2024-07-07 08:09:57,4175874,40,0
2024-07-07 08:09:57,81864,70,1
2024-07-07 08:09:57,96962,70,1
2024-07-07 08:09:58,12840,32,0
2024-07-07 08:09:58,1520,52,1
2024-07-07 08:09:58,2708050,40,0
2024-07-07 08:09:58,3521009,40,0
2024-07-07 08:09:59,12280,31,0
2024-07-07 08:09:59,1518,28,0
2024-07-07 08:09:59,680,32,0
2024-07-07 08:09:59,754,35,0
2024-07-07 08:09:59,2493596,40,0
2024-07-07 08:09:59,3279370,40,0
2024-07-07 08:09:59,43708,70,1
2024-07-07 08:09:59,93703,70,1
2024-07-07 08:10:00,13320,31,0
2024-07-07 08:10:00,756,27,0
2024-07-07 08:10:00,2511014,40,0
