Time,Length,ARTT,Status
2024-07-18 10:43:36,1666073,34,0
2024-07-18 10:43:37,1814,25,0
2024-07-18 10:43:37,1001966,34,0
2024-07-18 10:43:57,6319,27,0
2024-07-18 10:43:57,5088,26,0
2024-07-18 10:43:57,61392,26,0
2024-07-18 10:43:57,971818,34,0
2024-07-18 10:43:58,3502,32,0
2024-07-18 10:43:58,2192061,34,0
2024-07-18 10:43:59,7099,27,0
2024-07-18 10:43:59,3834,34,0
2024-07-18 10:43:59,4519172,34,0
2024-07-18 10:44:00,4264,30,0
2024-07-18 10:44:00,2556,34,0
2024-07-18 10:44:00,2223879,34,0
2024-07-18 10:44:01,7608,30,0
2024-07-18 10:44:01,2766736,34,0
2024-07-18 10:44:02,5712,27,0
2024-07-18 10:44:02,3542788,34,0
2024-07-18 10:44:03,220,25,0
2024-07-18 10:44:03,1622,30,0
2024-07-18 10:44:03,4169,28,0
2024-07-18 10:44:03,168,21,0
2024-07-18 10:44:03,7303,21,0
2024-07-18 10:44:03,2562558,34,0
2024-07-18 10:44:04,9055,29,0
2024-07-18 10:44:04,4453254,34,0
2024-07-18 10:44:05,4040,29,0
2024-07-18 10:44:05,2192284,34,0
2024-07-18 10:44:06,3161,32,0
2024-07-18 10:44:06,40,43,0
2024-07-18 10:44:06,40,39,0
2024-07-18 10:44:06,2192044,34,0
2024-07-18 10:44:07,4424,33,0
2024-07-18 10:44:07,1278,34,0
2024-07-18 10:44:07,2513457,34,0
2024-07-18 10:44:08,7067,29,0
2024-07-18 10:44:08,2603175,34,0
2024-07-18 10:44:09,1645,29,0
2024-07-18 10:44:09,1361597,34,0
2024-07-18 10:44:16,300,38,0
2024-07-18 10:44:16,2625,28,0
2024-07-18 10:44:16,180,27,0
2024-07-18 10:44:16,1133,21,0
2024-07-18 10:44:16,448,43,0
2024-07-18 10:44:16,2908,43,0
2024-07-18 10:44:16,168,39,0
2024-07-18 10:44:16,976,39,0
2024-07-18 10:44:26,40,34,0
2024-07-18 10:44:31,6588,33,0
2024-07-18 10:44:31,4133,26,0
2024-07-18 10:44:31,2899,45,0
2024-07-18 10:44:31,453198,34,0
2024-07-18 10:44:32,3862,30,0
2024-07-18 10:44:32,3634,30,0
2024-07-18 10:44:32,3108,32,0
2024-07-18 10:44:32,2467,28,0
2024-07-18 10:44:32,2475,31,0
2024-07-18 10:44:32,5237,36,0
2024-07-18 10:44:32,1278,34,0
2024-07-18 10:44:32,2382159,34,0
2024-07-18 10:44:32,7329,17,0
2024-07-18 10:44:32,6013,16,0
2024-07-18 10:44:32,5997,15,0
2024-07-18 10:44:33,2091,37,0
2024-07-18 10:44:33,10226,31,0
2024-07-18 10:44:33,2660,40,0
2024-07-18 10:44:33,1278,34,0
2024-07-18 10:44:33,3500109,34,0
2024-07-18 10:44:34,5181,29,0
2024-07-18 10:44:34,1278,34,0
2024-07-18 10:44:34,3084668,34,0
2024-07-18 10:44:35,4331,32,0
2024-07-18 10:44:35,2397022,34,0
2024-07-18 10:44:36,6024,29,0
2024-07-18 10:44:36,1278,34,0
2024-07-18 10:44:36,3218129,34,0
2024-07-18 10:44:38,5670,28,0
2024-07-18 10:44:38,1166594,34,0
2024-07-18 10:44:39,7621,28,0
2024-07-18 10:44:39,1278,34,0
2024-07-18 10:44:39,3188959,34,0
2024-07-18 10:44:40,5389,32,0
2024-07-18 10:44:40,2556,34,0
2024-07-18 10:44:40,3580615,34,0
2024-07-18 10:44:41,5865,31,0
2024-07-18 10:44:41,2540194,34,0
2024-07-18 10:44:42,634,26,0
2024-07-18 10:44:42,219826,34,0
2024-07-18 10:45:03,180,23,0
2024-07-18 10:45:03,1671,33,0
2024-07-18 10:45:03,168,36,0
2024-07-18 10:45:03,1614,21,0
2024-07-18 10:45:04,6313,27,0
2024-07-18 10:45:04,360,39,0
2024-07-18 10:45:04,1342,25,0
2024-07-18 10:45:04,220,39,0
2024-07-18 10:45:04,2484,31,0
2024-07-18 10:45:04,10315,26,0
2024-07-18 10:45:04,256,35,0
2024-07-18 10:45:04,11438,33,0
2024-07-18 10:45:04,168,40,0
2024-07-18 10:45:04,5963,40,0
2024-07-18 10:45:05,3633,27,0
2024-07-18 10:45:05,1453,36,0
2024-07-18 10:45:07,40,21,0
2024-07-18 10:45:10,5537,27,0
2024-07-18 10:45:10,1278,34,0
2024-07-18 10:45:10,1623467,34,0
2024-07-18 10:45:11,6994,29,0
2024-07-18 10:45:11,4279368,34,0
2024-07-18 10:45:12,3691,27,0
2024-07-18 10:45:12,2481362,34,0
2024-07-18 10:45:13,6690,30,0
2024-07-18 10:45:13,2209445,34,0
2024-07-18 10:45:14,5514,29,0
2024-07-18 10:45:14,1278,34,0
2024-07-18 10:45:14,2608345,34,0
2024-07-18 10:45:15,6944,30,0
2024-07-18 10:45:15,1278,34,0
2024-07-18 10:45:15,4161416,34,0
2024-07-18 10:45:16,6712,31,0
2024-07-18 10:45:16,1278,34,0
2024-07-18 10:45:16,2190864,34,0
2024-07-18 10:45:17,6261,29,0
2024-07-18 10:45:17,40,43,0
2024-07-18 10:45:17,40,39,0
2024-07-18 10:45:17,2556,34,0
2024-07-18 10:45:17,4577525,34,0
2024-07-18 10:45:18,1960,31,0
2024-07-18 10:45:18,1278,34,0
2024-07-18 10:45:18,2122081,34,0
2024-07-18 10:45:19,9244,30,0
2024-07-18 10:45:19,1278,34,0
2024-07-18 10:45:19,4257098,34,0
2024-07-18 10:45:20,3468,28,0
2024-07-18 10:45:20,1278,34,0
2024-07-18 10:45:20,2593590,34,0
2024-07-18 10:45:21,300,31,0
2024-07-18 10:45:21,2625,26,0
2024-07-18 10:45:21,180,49,1
2024-07-18 10:45:21,1132,32,0
2024-07-18 10:45:21,4577,29,0
2024-07-18 10:45:21,448,34,0
2024-07-18 10:45:21,3023,34,0
2024-07-18 10:45:21,168,63,1
2024-07-18 10:45:21,976,63,1
2024-07-18 10:45:21,2192394,34,0
2024-07-18 10:45:22,4807,31,0
2024-07-18 10:45:22,2047232,34,0
2024-07-18 10:45:34,3455,34,0
2024-07-18 10:45:34,277,40,0
2024-07-18 10:45:35,193,24,0
2024-07-18 10:45:35,5669,28,0
2024-07-18 10:45:35,2567,40,0
2024-07-18 10:45:35,1624565,34,0
2024-07-18 10:45:36,3415,35,0
2024-07-18 10:45:36,2280364,34,0
2024-07-18 10:45:37,4453,32,0
2024-07-18 10:45:37,3023104,34,0
2024-07-18 10:45:38,5787,29,0
2024-07-18 10:45:38,2556,34,0
2024-07-18 10:45:38,3421244,34,0
2024-07-18 10:45:39,7985,28,0
2024-07-18 10:45:39,1278,34,0
2024-07-18 10:45:39,2571587,34,0
2024-07-18 10:45:40,3758,26,0
2024-07-18 10:45:40,1278,34,0
2024-07-18 10:45:40,2773312,34,0
2024-07-18 10:45:41,6517,30,0
2024-07-18 10:45:41,3544233,34,0
2024-07-18 10:45:42,4569,31,0
2024-07-18 10:45:42,2538918,34,0
2024-07-18 10:46:08,80,37,0
2024-07-18 10:46:08,40,23,0
2024-07-18 10:46:08,40,40,0
2024-07-18 10:46:10,6376,31,0
2024-07-18 10:46:10,1586498,34,0
2024-07-18 10:46:11,4815,29,0
2024-07-18 10:46:11,3494855,34,0
2024-07-18 10:46:12,3456,29,0
2024-07-18 10:46:12,2556,34,0
2024-07-18 10:46:12,2393208,34,0
2024-07-18 10:46:13,10237,31,0
2024-07-18 10:46:13,1278,34,0
2024-07-18 10:46:13,4382448,34,0
2024-07-18 10:46:14,4402,32,0
2024-07-18 10:46:14,1278,34,0
2024-07-18 10:46:14,2190327,34,0
2024-07-18 10:46:15,5270,28,0
2024-07-18 10:46:15,2878405,34,0
2024-07-18 10:46:16,8370,28,0
2024-07-18 10:46:16,3888941,34,0
2024-07-18 10:46:17,4286,31,0
2024-07-18 10:46:17,2198847,34,0
2024-07-18 10:46:18,5484,32,0
2024-07-18 10:46:18,2556,34,0
2024-07-18 10:46:18,4314698,34,0
2024-07-18 10:46:19,3824,31,0
2024-07-18 10:46:19,1278,34,0
2024-07-18 10:46:19,2083322,34,0
2024-07-18 10:46:20,7820,28,0
2024-07-18 10:46:20,2556,34,0
2024-07-18 10:46:20,2559971,34,0
2024-07-18 10:46:21,8022,29,0
2024-07-18 10:46:21,4568705,34,0
2024-07-18 10:46:22,2863,24,0
2024-07-18 10:46:22,1278,34,0
2024-07-18 10:46:22,1327041,34,0
2024-07-18 10:46:23,40,34,0
2024-07-18 10:46:23,40,63,1
2024-07-18 10:46:25,300,28,0
2024-07-18 10:46:25,2578,26,0
2024-07-18 10:46:25,220,25,0
2024-07-18 10:46:25,1131,18,0
2024-07-18 10:46:25,408,43,0
2024-07-18 10:46:25,2294,43,0
2024-07-18 10:46:25,168,63,1
2024-07-18 10:46:25,1016,63,1
2024-07-18 10:46:26,79,16,0
2024-07-18 10:46:26,40,43,0
2024-07-18 10:46:26,471,43,0
2024-07-18 10:46:35,2092,34,0
2024-07-18 10:46:35,4071,29,0
2024-07-18 10:46:35,2754,40,0
2024-07-18 10:46:35,389955,34,0
2024-07-18 10:46:36,3812,29,0
2024-07-18 10:46:36,3516,31,0
2024-07-18 10:46:36,2469,34,0
2024-07-18 10:46:36,3750,28,0
2024-07-18 10:46:36,3698,25,0
2024-07-18 10:46:36,5166,28,0
2024-07-18 10:46:36,2681713,34,0
2024-07-18 10:46:36,6006,17,0
2024-07-18 10:46:36,5998,16,0
2024-07-18 10:46:36,5997,15,0
