"No.","Time","Source","Destination","Protocol","Length","Info"
"8020","19.167746419","fe80::6283:e7ff:fec1:a006","ff02::1","ICMPv6","150","Router Advertisement from 60:83:e7:c1:a0:06"
"8021","19.180073981","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8022","19.183670740","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","111","Protected Payload (KP0)"
"8023","19.184849635","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8024","19.187635399","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","115","Protected Payload (KP0)"
"8025","19.188552174","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8026","19.198878446","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","103","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8027","19.201965875","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","279","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8028","19.204642912","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","142","Protected Payload (KP0)"
"8029","19.204807906","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","289","Protected Payload (KP0)"
"8030","19.213194184","142.251.0.109","192.168.0.3","TCP","66","465  >  36758 [ACK] Seq=5445 Ack=1687 Win=268288 Len=0 TSval=3012364850 TSecr=2822379326"
"8031","19.219825260","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","101","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8032","19.229643665","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","88","Protected Payload (KP0)"
"8033","19.271489182","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","95","Protected Payload (KP0)"
"8034","19.286619912","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8035","19.293541320","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","88","Protected Payload (KP0)"
"8036","19.330748235","fe80::4e92:db4e:ce31:773d","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"8037","19.341654130","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","606","Protected Payload (KP0)"
"8038","19.343053204","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","86","Protected Payload (KP0)"
"8039","19.356479068","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","102","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8040","19.382770929","142.251.0.109","192.168.0.3","TLSv1.3","167","Application Data"
"8041","19.382874877","192.168.0.3","142.251.0.109","TLSv1.3","90","Application Data"
"8042","19.382930653","192.168.0.3","142.251.0.109","TCP","66","36758  >  465 [FIN, ACK] Seq=1711 Ack=5546 Win=78848 Len=0 TSval=2822379607 TSecr=3012365020"
"8043","19.383839464","192.168.0.3","142.251.0.109","TCP","74","36772  >  465 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2822379608 TSecr=0 WS=1024"
"8044","19.384340317","142.251.0.109","192.168.0.3","TCP","66","465  >  36758 [FIN, ACK] Seq=5546 Ack=1687 Win=268288 Len=0 TSval=3012365020 TSecr=2822379326"
"8045","19.384359584","192.168.0.3","142.251.0.109","TCP","66","36758  >  465 [ACK] Seq=1712 Ack=5547 Win=78848 Len=0 TSval=2822379608 TSecr=3012365020"
"8046","19.430613394","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","88","Protected Payload (KP0)"
"8047","19.489266052","142.251.0.109","192.168.0.3","TCP","74","465  >  36772 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=2665282878 TSecr=2822379608 WS=256"
"8048","19.489322750","192.168.0.3","142.251.0.109","TCP","66","36772  >  465 [ACK] Seq=1 Ack=1 Win=64512 Len=0 TSval=2822379713 TSecr=2665282878"
"8049","19.489426768","142.251.0.109","192.168.0.3","TCP","60","465  >  36758 [RST] Seq=5546 Win=0 Len=0"
"8050","19.489590480","142.251.0.109","192.168.0.3","TCP","60","465  >  36758 [RST] Seq=5546 Win=0 Len=0"
"8051","19.489692003","192.168.0.3","142.251.0.109","TLSv1.3","583","Client Hello (SNI=smtp.gmail.com)"
"8052","19.490147411","142.251.0.109","192.168.0.3","TCP","60","465  >  36758 [RST] Seq=5547 Win=0 Len=0"
"8053","19.498870780","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","611","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8054","19.506430715","192.168.0.3","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"8055","19.506526738","192.168.0.3","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"8056","19.570663107","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","95","Protected Payload (KP0)"
"8057","19.585836098","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8058","19.596679114","142.251.0.109","192.168.0.3","TCP","66","465  >  36772 [ACK] Seq=1 Ack=518 Win=268288 Len=0 TSval=2665282985 TSecr=2822379713"
"8059","19.596887831","142.251.0.109","192.168.0.3","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"8060","19.596920473","192.168.0.3","142.251.0.109","TCP","66","36772  >  465 [ACK] Seq=518 Ack=1401 Win=67584 Len=0 TSval=2822379821 TSecr=2665282985"
"8061","19.596937997","142.251.0.109","192.168.0.3","TCP","66","465  >  36772 [ACK] Seq=1 Ack=518 Win=268288 Len=0 TSval=2665282985 TSecr=2822379713"
"8062","19.596957383","192.168.0.3","142.251.0.109","TCP","66","[TCP Dup ACK 8060#1] 36772  >  465 [ACK] Seq=518 Ack=1401 Win=67584 Len=0 TSval=2822379821 TSecr=2665282985"
"8063","19.597095286","142.251.0.109","192.168.0.3","TCP","1466","465  >  36772 [PSH, ACK] Seq=1401 Ack=518 Win=268800 Len=1400 TSval=2665282985 TSecr=2822379713 [TCP segment of a reassembled PDU]"
"8064","19.597120544","192.168.0.3","142.251.0.109","TCP","66","36772  >  465 [ACK] Seq=518 Ack=2801 Win=70656 Len=0 TSval=2822379821 TSecr=2665282985"
"8065","19.597191519","142.251.0.109","192.168.0.3","TLSv1.3","1403","Application Data"
"8066","19.597210165","192.168.0.3","142.251.0.109","TCP","66","36772  >  465 [ACK] Seq=518 Ack=4138 Win=73728 Len=0 TSval=2822379821 TSecr=2665282985"
"8067","19.598013885","192.168.0.3","142.251.0.109","TLSv1.3","176","Change Cipher Spec, Application Data, Application Data"
"8068","19.666565482","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1285","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8069","19.666593956","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","237","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8070","19.667391424","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1194","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8071","19.676918204","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1292","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8072","19.676953711","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1286","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8073","19.676963139","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1292","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8074","19.676975904","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","392","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8075","19.686805019","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1285","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8076","19.686824977","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1292","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8077","19.686842220","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1262","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8078","19.707437044","142.251.0.109","192.168.0.3","TCP","66","465  >  36772 [ACK] Seq=4138 Ack=628 Win=268800 Len=0 TSval=2665283097 TSecr=2822379822"
"8079","19.739647214","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","101","Protected Payload (KP0)"
"8080","19.754877112","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8081","19.759682121","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","981","Protected Payload (KP0)"
"8082","19.763926563","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","98","Protected Payload (KP0)"
"8083","19.764616537","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","252","Protected Payload (KP0)"
"8084","19.774914545","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","102","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8085","19.803676319","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","115","Protected Payload (KP0)"
"8086","19.805082577","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8087","19.818455830","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","102","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8088","19.825268462","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","115","Protected Payload (KP0)"
"8089","19.826873348","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8090","19.840194322","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","102","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8091","19.842067729","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1287","Protected Payload (KP0)"
"8092","19.842096333","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8093","19.842096454","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8094","19.842121892","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8095","19.842121972","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8096","19.842147461","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8097","19.842147561","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8098","19.842175183","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8099","19.842175254","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","210","Protected Payload (KP0)"
"8100","19.842175314","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","184","Protected Payload (KP0)"
"8101","19.842214699","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","101","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8102","19.854851059","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1000:1::17","DNS","129","Standard query 0x2832 HTTPS rr1---sn-cgpn5oxu-w25s.googlevideo.com OPT"
"8103","19.854929579","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1000:1::17","DNS","129","Standard query 0x6d16 AAAA rr1---sn-cgpn5oxu-w25s.googlevideo.com OPT"
"8104","19.854989964","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1000:1::17","DNS","129","Standard query 0x46ce A rr1---sn-cgpn5oxu-w25s.googlevideo.com OPT"
"8105","19.858924515","2804:29b8:1000:1::17","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","DNS","230","Standard query response 0x2832 HTTPS rr1---sn-cgpn5oxu-w25s.googlevideo.com CNAME rr1.sn-cgpn5oxu-w25s.googlevideo.com HTTPS A 187.19.193.248 AAAA 2804:29b8:1001:3a::8 OPT"
"8106","19.859254063","2804:29b8:1000:1::17","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","DNS","180","Standard query response 0x46ce A rr1---sn-cgpn5oxu-w25s.googlevideo.com CNAME rr1.sn-cgpn5oxu-w25s.googlevideo.com A 187.19.193.248 OPT"
"8107","19.859254233","2804:29b8:1000:1::17","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","DNS","192","Standard query response 0x6d16 AAAA rr1---sn-cgpn5oxu-w25s.googlevideo.com CNAME rr1.sn-cgpn5oxu-w25s.googlevideo.com AAAA 2804:29b8:1001:3a::8 OPT"
"8108","19.860113008","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","1292","Initial, DCID=b555fcdc7e3f9d02, PKN: 1, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO"
"8109","19.860133928","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","1292","Initial, DCID=b555fcdc7e3f9d02, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO"
"8110","19.861968471","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","102","Initial, SCID=f555fcdc7e3f9d02, PKN: 1, ACK"
"8111","19.862118256","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","TCP","94","54840  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=396804136 TSecr=0 WS=1024"
"8112","19.862873705","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Initial, SCID=f555fcdc7e3f9d02, PKN: 2, ACK, PADDING"
"8113","19.862898953","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Handshake, SCID=f555fcdc7e3f9d02"
"8114","19.862899043","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Handshake, SCID=f555fcdc7e3f9d02"
"8115","19.862924081","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Handshake, SCID=f555fcdc7e3f9d02"
"8116","19.862924161","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1233","Protected Payload (KP0)"
"8117","19.863018410","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","101","Handshake, DCID=f555fcdc7e3f9d02"
"8118","19.863130975","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","101","Handshake, DCID=f555fcdc7e3f9d02"
"8119","19.863410998","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","TCP","94","443  >  54840 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM TSval=2328277353 TSecr=396804136 WS=256"
"8120","19.863425195","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","TCP","86","54840  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=396804137 TSecr=2328277353"
"8121","19.863615447","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","TLSv1.3","1866","Client Hello (SNI=rr1---sn-cgpn5oxu-w25s.googlevideo.com)"
"8122","19.864036228","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","145","Handshake, DCID=f555fcdc7e3f9d02"
"8123","19.864086905","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","134","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8124","19.864411082","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","1288","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8125","19.864421752","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","1288","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8126","19.864427193","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","1148","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8127","19.864566508","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","593","Protected Payload (KP0)"
"8128","19.864566638","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","178","Protected Payload (KP0)"
"8129","19.864619990","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","94","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8130","19.865015443","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8131","19.865113489","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","89","Protected Payload (KP0)"
"8132","19.865310084","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","TCP","86","443  >  54840 [ACK] Seq=1 Ack=1429 Win=272896 Len=0 TSval=2328277355 TSecr=396804137"
"8133","19.865407199","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","TCP","86","443  >  54840 [ACK] Seq=1 Ack=1781 Win=275712 Len=0 TSval=2328277355 TSecr=396804137"
"8134","19.865651754","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","TLSv1.3","4600","Server Hello, Change Cipher Spec, Application Data"
"8135","19.865658858","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","TCP","86","54840  >  443 [ACK] Seq=1781 Ack=4515 Win=74752 Len=0 TSval=396804139 TSecr=2328277355"
"8136","19.865712650","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","647","Protected Payload (KP0)"
"8137","19.865888335","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","TLSv1.3","150","Change Cipher Spec, Application Data"
"8138","19.865985249","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","97","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8139","19.869766699","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","115","Protected Payload (KP0)"
"8140","19.871405380","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","TCP","86","443  >  54840 [ACK] Seq=4515 Ack=1845 Win=275712 Len=0 TSval=2328277361 TSecr=396804140"
"8141","19.871643423","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","1146","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8142","19.873535034","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","85","Protected Payload (KP0)"
"8143","19.887930164","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8144","19.891950980","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","86","Protected Payload (KP0)"
"8145","19.892212057","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","88","Protected Payload (KP0)"
"8146","19.912432127","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","88","Protected Payload (KP0)"
"8147","19.943529529","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","95","Protected Payload (KP0)"
"8148","19.958755379","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","95","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8149","19.972927334","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","457","Protected Payload (KP0)"
"8150","19.973152923","2800:3f0:4004:815::200e","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","296","Protected Payload (KP0)"
"8151","19.987372618","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2800:3f0:4004:815::200e","QUIC","102","Protected Payload (KP0), DCID=f87ad3f3e59b1cb6"
"8152","20.037593172","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1288","Protected Payload (KP0)"
"8153","20.037627918","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8154","20.037656332","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8155","20.037659428","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8156","20.037685578","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8157","20.037685658","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8158","20.037713851","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8159","20.037713912","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8160","20.037713972","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8161","20.037741664","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8162","20.037741735","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8163","20.037741795","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8164","20.037767514","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8165","20.037767584","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8166","20.037791670","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8167","20.037792461","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8168","20.037792531","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8169","20.037813171","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8170","20.037821697","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8171","20.037821767","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8172","20.037821827","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8173","20.037836505","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8174","20.037848879","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8175","20.037848949","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8176","20.037852946","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8177","20.037869237","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","2804:29b8:1001:3a::8","QUIC","93","Protected Payload (KP0), DCID=f555fcdc7e3f9d02"
"8178","20.037874858","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8179","20.037874928","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
"8180","20.037874988","2804:29b8:1001:3a::8","2804:29b8:508f:79a1:b81a:574c:cd96:8cb0","QUIC","1292","Protected Payload (KP0)"
